,property_type,price,room_type,accommodates,wifi,parking,elevator,laundry,pool,bar,restaurant,gym,media_entertainment,air_conditioning,country
21099,Apartment,9126.0,entire_home,7,0,0,0,0,0,0,0,0,0,0,Brazil
21100,Apartment,2835.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21101,Apartment,1134.0,room,1,0,0,0,0,0,0,0,0,0,0,Brazil
21102,Apartment,1755.0,entire_home,5,0,0,0,0,0,0,0,0,0,1,Brazil
21103,Apartment,1471.5,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
21104,Apartment,1363.5,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
21105,Apartment,4698.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21106,Apartment,4023.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
21107,Apartment,1188.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21108,Apartment,9072.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21109,Apartment,1647.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21110,Apartment,2727.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21111,Apartment,2605.5,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
21112,Apartment,1134.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21113,Apartment,2551.5,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
21114,Apartment,2551.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21115,Apartment,1984.5,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
21116,Apartment,904.5,room,1,0,1,0,0,0,0,0,0,0,0,Brazil
21117,Apartment,1188.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21118,Apartment,2727.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21119,Villa,26973.0,entire_home,16,0,0,0,0,0,0,0,0,0,0,Brazil
21120,House,25731.0,entire_home,10,0,1,0,0,0,0,0,0,0,0,Brazil
21121,Apartment,1647.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21122,Apartment,1701.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21123,Homestay,1309.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21124,Apartment,4482.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21125,Apartment,6061.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21126,Apartment,3118.5,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21127,Apartment,5157.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21128,Apartment,3793.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21129,Hotel,567.0,room,1,0,1,0,0,0,0,0,0,0,0,Brazil
21130,Apartment,1755.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21131,Apartment,3915.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21132,Apartment,2551.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21133,Apartment,1134.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21134,Apartment,4252.5,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
21135,Apartment,1984.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21136,Apartment,1188.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21137,Apartment,11448.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21138,Apartment,2268.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
21139,Apartment,1309.5,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21140,Apartment,13486.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21141,Apartment,1701.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21142,Apartment,2160.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21143,Hotel,1026.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21144,Apartment,1647.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21145,House,8100.0,entire_home,10,0,1,0,0,0,0,0,0,0,0,Brazil
21146,Apartment,3631.5,entire_home,8,0,0,0,0,0,0,0,0,0,0,Brazil
21147,Apartment,1701.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21148,Apartment,5386.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21149,Apartment,1242.0,room,1,0,0,0,0,0,0,0,0,0,0,Brazil
21150,Apartment,8100.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21151,Apartment,2160.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21152,Apartment,8100.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21153,Apartment,1755.0,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
21154,Apartment,1188.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21155,Apartment,4698.0,room,5,0,1,0,0,0,0,0,0,0,0,Brazil
21156,Apartment,2038.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21157,House,2092.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21158,Resort,6736.5,room,16,0,1,0,0,0,0,0,0,0,0,Brazil
21159,Apartment,4023.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21160,Apartment,1984.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21161,Apartment,2038.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21162,Apartment,1471.5,room,1,0,0,0,0,0,0,0,0,0,0,Brazil
21163,Apartment,2659.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21164,Apartment,1363.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21165,Apartment,1471.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21166,Apartment,1026.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21167,Apartment,675.0,room,1,0,0,0,0,0,0,0,0,1,0,Brazil
21168,Homestay,1080.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21169,Apartment,1363.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21170,Apartment,3118.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
21171,Apartment,2835.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21172,Apartment,2781.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21173,Apartment,1984.5,room,2,0,0,0,0,0,0,0,0,0,1,Brazil
21174,Apartment,675.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21175,Apartment,3915.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21176,Apartment,2038.5,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
21177,Apartment,2038.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21178,Apartment,1363.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21179,Apartment,2727.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21180,Hotel,2038.5,room,3,0,0,0,0,0,0,0,0,0,0,Brazil
21181,Apartment,2038.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21182,Apartment,4023.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21183,Apartment,1525.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21184,Apartment,2160.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
21185,Apartment,3402.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21186,Apartment,5049.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21187,Apartment,1984.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21188,Apartment,1363.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21189,Apartment,2268.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21190,Apartment,6061.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21191,Apartment,2038.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21192,Apartment,1363.5,room,3,0,0,0,0,0,0,0,0,0,0,Brazil
21193,Apartment,1309.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21194,Apartment,12757.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21195,House,675.0,room,4,0,1,0,0,0,0,0,0,0,0,Brazil
21196,Apartment,4698.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21197,Apartment,1242.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21198,Hotel,567.0,room,1,0,1,0,0,0,0,0,0,0,0,Brazil
21199,Apartment,2038.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21200,Apartment,1417.5,room,1,0,1,0,0,0,0,0,0,1,0,Brazil
21201,Apartment,6750.0,entire_home,16,0,0,0,0,0,0,0,0,0,0,Brazil
21202,Apartment,5386.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21203,Apartment,1647.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21204,Apartment,2551.5,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
21205,Apartment,5386.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21206,Apartment,2443.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21207,Apartment,1026.0,room,4,0,1,0,0,0,0,0,0,0,0,Brazil
21208,Hotel,6061.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21209,Apartment,850.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21210,Apartment,2268.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21211,Apartment,2551.5,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21212,Apartment,4023.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21213,Apartment,2038.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21214,Apartment,796.5,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21215,Apartment,10827.0,entire_home,8,0,1,0,0,0,0,0,0,0,0,Brazil
21216,Apartment,796.5,room,1,0,1,0,0,0,0,0,0,0,0,Brazil
21217,Apartment,1417.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21218,Apartment,5440.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21219,Apartment,3915.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21220,Homestay,2038.5,entire_home,2,0,1,0,0,0,0,0,0,1,0,Brazil
21221,Apartment,3402.0,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
21222,Apartment,6345.0,entire_home,7,0,0,0,0,0,0,0,0,0,0,Brazil
21223,House,8100.0,room,5,0,1,0,0,0,0,0,0,0,0,Brazil
21224,Apartment,5103.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21225,Apartment,3118.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21226,Apartment,2727.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21227,Apartment,2443.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21228,Apartment,2038.5,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21229,Apartment,1309.5,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
21230,Apartment,4306.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21231,Apartment,3915.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21232,Apartment,4981.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21233,Apartment,4590.0,entire_home,8,0,0,0,0,0,0,0,0,0,0,Brazil
21234,Apartment,1930.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21235,Apartment,4698.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21236,Apartment,1309.5,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
21237,Apartment,7425.0,entire_home,8,0,1,0,0,0,0,0,0,0,0,Brazil
21238,House,1417.5,entire_home,5,0,1,0,0,0,0,0,0,0,1,Brazil
21239,Apartment,2727.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21240,Apartment,13486.5,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
21241,Apartment,1026.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21242,Apartment,2727.0,entire_home,8,0,1,0,0,0,0,0,0,0,0,Brazil
21243,Apartment,1188.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21244,Apartment,8100.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21245,Lodge,4023.0,room,4,0,1,0,0,0,0,0,0,0,0,Brazil
21246,Apartment,742.5,room,1,0,0,0,0,0,0,0,0,0,0,Brazil
21247,Hotel,1134.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21248,Apartment,1755.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21249,Apartment,3793.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21250,Apartment,796.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21251,Apartment,904.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21252,Apartment,1701.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21253,Apartment,621.0,room,1,0,0,0,0,0,0,0,0,0,0,Brazil
21254,Apartment,3402.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21255,Apartment,6750.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21256,Apartment,14850.0,entire_home,12,0,1,0,0,0,0,0,0,0,0,Brazil
21257,Apartment,3847.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
21258,Apartment,3631.5,entire_home,4,0,0,0,0,0,0,0,0,1,0,Brazil
21259,Apartment,2443.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21260,Apartment,3793.5,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21261,Apartment,2659.5,room,5,0,1,0,0,0,0,0,0,0,0,Brazil
21262,Apartment,796.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21263,Apartment,4698.0,room,1,0,0,0,0,0,0,0,0,0,0,Brazil
21264,Apartment,2781.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21265,Apartment,3402.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
21266,Apartment,10827.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21267,Apartment,1755.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21268,Apartment,22950.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21269,Apartment,16213.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21270,Apartment,1471.5,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21271,Apartment,1080.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21272,Apartment,5670.0,entire_home,1,0,0,0,0,0,0,0,0,0,0,Brazil
21273,Apartment,1647.0,entire_home,4,0,0,0,0,0,0,0,0,1,0,Brazil
21274,Apartment,2727.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21275,Apartment,3402.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
21276,Apartment,6061.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21277,Apartment,17118.0,entire_home,8,0,1,0,0,0,0,0,0,0,0,Brazil
21278,Apartment,2038.5,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
21279,Apartment,3402.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21280,Apartment,3172.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21281,Apartment,675.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21282,Apartment,19102.5,entire_home,8,0,1,0,0,0,0,0,0,0,0,Brazil
21283,Apartment,1647.0,room,1,0,0,0,0,0,0,0,0,0,0,Brazil
21284,Apartment,1080.0,room,1,0,0,0,0,0,0,0,0,0,0,Brazil
21285,Apartment,26811.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21286,Apartment,2376.0,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
21287,Apartment,1363.5,room,1,0,0,0,0,0,0,0,0,0,0,Brazil
21288,Apartment,1188.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21289,Apartment,6061.5,entire_home,4,0,0,0,0,0,0,0,0,0,1,Brazil
21290,Apartment,2038.5,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
21291,Apartment,1309.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21292,Apartment,6750.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
21293,Apartment,6291.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21294,Apartment,5265.0,entire_home,12,0,1,0,0,0,0,0,0,0,0,Brazil
21295,Apartment,21600.0,entire_home,9,0,1,0,0,0,0,0,0,0,0,Brazil
21296,Apartment,11394.0,entire_home,12,0,0,0,0,0,0,0,0,0,0,Brazil
21297,Apartment,20236.5,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21298,Apartment,1363.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21299,House,1363.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21300,Apartment,2835.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21301,Apartment,8100.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21302,Apartment,4698.0,room,5,0,1,0,0,0,0,0,0,0,0,Brazil
21303,Apartment,7141.5,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21304,House,9409.5,entire_home,11,0,1,0,0,0,0,0,0,0,0,Brazil
21305,Apartment,34006.5,entire_home,8,0,0,0,0,0,0,0,0,0,0,Brazil
21306,Apartment,3915.0,entire_home,8,0,0,0,1,0,0,0,0,0,0,Brazil
21307,Apartment,5899.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
21308,Apartment,6007.5,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
21309,Apartment,1593.0,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
21310,Apartment,1701.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21311,Apartment,2092.5,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
21312,Villa,10705.5,entire_home,12,0,1,0,0,0,0,0,0,0,0,Brazil
21313,Apartment,4698.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21314,Apartment,2268.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21315,Apartment,4590.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21316,Apartment,675.0,room,1,0,1,0,0,0,0,0,0,0,0,Brazil
21317,Apartment,4644.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21318,Apartment,3348.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21319,Apartment,1755.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21320,Apartment,4873.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21321,Apartment,3402.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21322,Apartment,1876.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21323,House,2605.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21324,Apartment,3564.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21325,Apartment,7141.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21326,Apartment,8275.5,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21327,Apartment,3402.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21328,Apartment,3402.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21329,Apartment,2443.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21330,Apartment,1363.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21331,Apartment,3510.0,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
21332,Apartment,958.5,room,3,0,1,0,0,0,0,0,0,0,0,Brazil
21333,Apartment,26973.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21334,Apartment,2443.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21335,Apartment,2551.5,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
21336,Apartment,1417.5,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21337,Apartment,1134.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21338,Apartment,5373.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21339,Apartment,5670.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21340,Apartment,1134.0,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
21341,Apartment,3969.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21342,Apartment,567.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21343,Apartment,71698.5,entire_home,10,0,1,0,0,0,0,0,0,0,0,Brazil
21344,Apartment,1647.0,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
21345,Apartment,6750.0,entire_home,12,0,0,0,0,0,0,0,0,0,0,Brazil
21346,Apartment,4482.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21347,House,1080.0,room,1,0,1,0,0,0,0,0,0,0,0,Brazil
21348,Apartment,1647.0,room,3,0,0,0,0,0,0,0,0,0,0,Brazil
21349,Apartment,1525.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21350,Apartment,1755.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21351,Apartment,1984.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21352,Apartment,6750.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
21353,Apartment,621.0,room,2,1,0,0,0,0,0,0,0,0,0,Brazil
21354,Apartment,2038.5,entire_home,3,0,0,0,0,0,0,0,0,1,0,Brazil
21355,Apartment,2160.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21356,Apartment,2160.0,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
21357,House,3847.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21358,Apartment,621.0,room,1,0,1,0,0,0,0,0,0,0,0,Brazil
21359,Apartment,3348.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21360,House,1363.5,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
21361,Apartment,4698.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21362,Apartment,9409.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
21363,Apartment,1309.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21364,House,148770.0,entire_home,25,0,0,0,0,0,0,0,0,0,0,Brazil
21365,Apartment,13486.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21366,Apartment,1647.0,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
21367,Apartment,4536.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21368,Apartment,1363.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21369,Apartment,2038.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21370,Apartment,2727.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
21371,Apartment,2605.5,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21372,Apartment,1525.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21373,Apartment,1984.5,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21374,Apartment,3915.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21375,Apartment,1363.5,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
21376,Apartment,5953.5,room,4,0,1,0,0,0,0,0,0,0,0,Brazil
21377,Apartment,4590.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21378,Apartment,1876.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21379,Apartment,11448.0,entire_home,7,0,0,0,0,0,0,0,0,0,0,Brazil
21380,Apartment,20236.5,entire_home,9,0,0,0,0,0,0,0,0,0,0,Brazil
21381,Apartment,19953.0,entire_home,7,0,0,0,0,0,0,0,0,0,0,Brazil
21382,Apartment,1755.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21383,Apartment,1134.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21384,Apartment,2376.0,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
21385,Apartment,12636.0,entire_home,10,0,0,0,0,0,0,0,0,0,0,Brazil
21386,Apartment,1363.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
21387,Apartment,2038.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21388,Apartment,1417.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21389,Apartment,5616.0,entire_home,7,0,0,0,0,0,0,0,0,0,0,Brazil
21390,Apartment,4306.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
21391,Apartment,2727.0,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
21392,House,67500.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
21393,Apartment,2727.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
21394,Apartment,2727.0,entire_home,7,0,0,0,0,0,0,0,0,0,0,Brazil
21395,Apartment,567.0,room,3,0,1,0,0,0,0,0,0,0,0,Brazil
21396,Apartment,1080.0,room,1,0,0,0,0,0,0,0,0,0,0,Brazil
21397,Apartment,2835.0,entire_home,4,0,1,0,0,0,0,0,0,1,0,Brazil
21398,Apartment,2943.0,entire_home,4,0,0,0,0,0,0,0,0,1,0,Brazil
21399,Apartment,3402.0,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
21400,Apartment,3172.5,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
21401,Apartment,2038.5,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
21402,Apartment,2038.5,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
21403,Apartment,3402.0,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
21404,Apartment,621.0,room,1,0,1,0,0,0,0,0,0,0,0,Brazil
21405,Apartment,1363.5,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21406,Apartment,3631.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21407,Apartment,5386.5,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21408,Apartment,4482.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
21409,Apartment,2781.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
21410,Apartment,675.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
21411,Apartment,6007.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
21412,Apartment,3118.5,entire_home,7,0,0,0,0,0,0,0,0,0,0,Brazil
21413,Apartment,2443.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
21414,Apartment,9072.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
