,property_type,price,room_type,accommodates,wifi,parking,elevator,laundry,pool,bar,restaurant,gym,media_entertainment,air_conditioning,country
9557,Apartment,13486.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9558,Apartment,6966.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9559,Apartment,6061.5,entire_home,7,0,0,0,0,0,0,0,0,0,0,Brazil
9560,Apartment,10773.0,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
9561,Apartment,3402.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9562,Apartment,1363.5,room,4,0,0,0,0,0,0,0,0,0,0,Brazil
9563,Apartment,6628.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9564,House,56673.0,entire_home,15,0,1,0,0,0,0,0,0,0,0,Brazil
9565,Apartment,9855.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9566,Apartment,9855.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9567,Apartment,19831.5,entire_home,4,0,0,0,0,0,0,0,0,1,0,Brazil
9568,Apartment,3226.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9569,Apartment,8221.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9570,Apartment,19831.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9571,House,2727.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
9572,Homestay,4306.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9573,Apartment,3172.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9574,Apartment,11448.0,room,1,0,0,0,0,0,0,0,0,0,0,Brazil
9575,Apartment,2727.0,entire_home,3,1,0,0,0,0,0,0,0,0,0,Brazil
9576,Homestay,7249.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9577,Apartment,28336.5,entire_home,7,0,1,0,0,0,0,0,0,0,0,Brazil
9578,Apartment,6183.0,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
9579,Apartment,1134.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9580,Apartment,8667.0,entire_home,13,1,0,0,0,0,0,0,0,0,0,Brazil
9581,Apartment,6804.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9582,Apartment,8100.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9583,House,5386.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9584,Apartment,4698.0,entire_home,4,0,0,0,0,0,0,0,0,0,1,Brazil
9585,Apartment,1471.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9586,Apartment,1984.5,room,1,0,0,0,0,0,0,0,0,1,0,Brazil
9587,House,2268.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9588,Apartment,11340.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9589,Apartment,2443.5,room,4,0,1,0,0,0,0,0,0,0,0,Brazil
9590,Apartment,9463.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9591,Apartment,5386.5,entire_home,6,0,0,0,0,0,0,0,0,1,0,Brazil
9592,Apartment,1755.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9593,Apartment,5386.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9594,Apartment,13486.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9595,Apartment,5386.5,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
9596,Apartment,6750.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9597,Apartment,2268.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
9598,Apartment,5386.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9599,Apartment,1984.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9600,Apartment,7938.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9601,House,10827.0,entire_home,15,0,1,0,0,0,0,0,0,0,0,Brazil
9602,Apartment,2038.5,room,1,0,1,0,0,0,0,0,0,0,0,Brazil
9603,Apartment,5670.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9604,Apartment,4698.0,entire_home,7,0,0,0,0,0,0,0,0,0,0,Brazil
9605,Apartment,8100.0,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
9606,Apartment,20236.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9607,Apartment,3847.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9608,Apartment,6804.0,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
9609,Apartment,2160.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9610,Apartment,5386.5,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
9611,Apartment,5157.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9612,Apartment,4819.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9613,Apartment,4023.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9614,Apartment,7992.0,entire_home,14,0,1,0,0,0,0,0,0,0,0,Brazil
9615,Apartment,6466.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9616,Apartment,1525.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9617,Apartment,3402.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9618,Apartment,14175.0,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
9619,Apartment,15876.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9620,Apartment,39838.5,entire_home,8,0,0,0,0,0,0,0,0,0,0,Brazil
9621,Apartment,141696.0,entire_home,8,0,1,0,0,0,0,0,0,0,0,Brazil
9622,Apartment,16213.5,entire_home,6,0,1,0,0,0,0,0,0,1,0,Brazil
9623,Apartment,6061.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9624,House,16213.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9625,Apartment,1525.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9626,Apartment,20911.5,entire_home,8,0,1,0,0,0,0,0,0,0,0,Brazil
9627,Apartment,8100.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9628,House,4536.0,room,2,0,0,0,0,0,0,0,0,1,0,Brazil
9629,Apartment,1417.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
9630,Apartment,4698.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9631,Apartment,4873.5,entire_home,10,0,0,0,0,0,0,0,0,0,0,Brazil
9632,Apartment,10827.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9633,Apartment,4698.0,entire_home,4,0,0,0,0,0,0,0,0,1,0,Brazil
9634,Apartment,14175.0,entire_home,5,0,1,0,0,0,0,0,0,1,0,Brazil
9635,Apartment,5953.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9636,Apartment,2322.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
9637,Apartment,4698.0,entire_home,7,0,1,0,0,0,0,0,0,0,0,Brazil
9638,Apartment,13041.0,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
9639,Apartment,1755.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9640,Apartment,13486.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9641,Apartment,4698.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9642,Apartment,8505.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9643,Apartment,6804.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9644,Apartment,2727.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9645,Apartment,8100.0,entire_home,10,0,1,0,0,0,0,0,0,0,0,Brazil
9646,Apartment,5670.0,entire_home,3,0,0,0,1,0,0,0,0,0,0,Brazil
9647,House,39609.0,entire_home,16,0,1,0,0,0,0,0,0,0,0,Brazil
9648,Apartment,12123.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9649,Apartment,8505.0,room,3,0,0,0,0,0,0,0,0,0,0,Brazil
9650,Apartment,4306.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9651,Apartment,12123.0,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
9652,Apartment,26973.0,entire_home,6,0,0,0,0,0,0,0,0,1,0,Brazil
9653,Apartment,12811.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9654,Apartment,4698.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9655,Apartment,958.5,room,1,0,0,0,0,0,0,0,0,0,0,Brazil
9656,Apartment,2443.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9657,Apartment,5386.5,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
9658,Apartment,2160.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9659,House,7762.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9660,Apartment,14175.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9661,Homestay,3402.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9662,Apartment,4698.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9663,Apartment,6750.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9664,House,1080.0,room,5,0,1,0,0,0,0,0,0,0,0,Brazil
9665,Apartment,113346.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9666,Apartment,25501.5,entire_home,6,0,1,0,0,0,0,0,0,1,0,Brazil
9667,Apartment,3402.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9668,Apartment,9922.5,entire_home,6,0,1,0,0,0,0,0,0,1,0,Brazil
9669,Apartment,13486.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9670,Apartment,22666.5,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
9671,House,5386.5,entire_home,13,0,1,0,0,0,0,0,0,1,0,Brazil
9672,House,1363.5,room,1,0,1,0,0,0,0,0,0,1,0,Brazil
9673,Apartment,4698.0,entire_home,4,0,0,0,0,0,0,0,0,1,0,Brazil
9674,Apartment,26973.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9675,Apartment,10827.0,entire_home,7,0,0,0,0,0,0,0,0,0,0,Brazil
9676,Apartment,5670.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9677,House,113346.0,entire_home,8,0,1,0,0,0,0,0,0,0,0,Brazil
9678,House,283378.5,entire_home,8,0,1,0,0,0,0,0,0,0,0,Brazil
9679,Apartment,3402.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9680,Apartment,19831.5,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
9681,Apartment,2038.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9682,Apartment,1363.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9683,Apartment,2727.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9684,Apartment,3010.5,entire_home,4,0,1,0,1,0,0,0,0,0,0,Brazil
9685,Apartment,17563.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9686,House,2727.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9687,Apartment,3402.0,entire_home,4,0,0,0,0,0,0,0,0,1,0,Brazil
9688,Apartment,4023.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9689,Apartment,1876.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9690,Apartment,3402.0,room,2,0,0,0,0,0,0,0,0,1,0,Brazil
9691,Apartment,6237.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9692,Apartment,10206.0,entire_home,6,0,1,0,1,0,0,0,0,0,0,Brazil
9693,Apartment,18927.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9694,Apartment,11340.0,entire_home,2,0,1,0,0,0,0,0,0,1,0,Brazil
9695,Apartment,2551.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9696,Apartment,1471.5,room,4,0,0,0,0,0,0,0,0,0,0,Brazil
9697,House,47263.5,entire_home,7,0,1,0,0,0,0,0,0,0,0,Brazil
9698,Apartment,3118.5,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9699,House,16551.0,entire_home,7,0,1,0,0,0,0,0,0,0,0,Brazil
9700,Apartment,5386.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
9701,Apartment,25501.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
9702,Apartment,7371.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
9703,Apartment,1188.0,room,3,0,0,0,0,0,0,0,0,0,0,Brazil
9704,Apartment,26527.5,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
9705,Apartment,6750.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9706,Apartment,1471.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9707,Apartment,4306.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9708,House,52650.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9709,Apartment,2727.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9710,Apartment,1647.0,room,3,0,1,0,0,0,0,0,0,0,0,Brazil
9711,Apartment,675.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9712,Apartment,16996.5,entire_home,2,0,0,0,1,0,0,0,0,0,0,Brazil
9713,Apartment,3564.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9714,Apartment,11340.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9715,Apartment,28336.5,entire_home,8,0,1,0,0,0,0,0,0,0,0,Brazil
9716,Apartment,28174.5,entire_home,8,0,1,0,0,0,0,0,0,0,0,Brazil
9717,Apartment,25677.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9718,Apartment,6750.0,entire_home,4,0,0,0,0,0,0,0,0,1,0,Brazil
9719,Apartment,16213.5,entire_home,6,0,1,0,0,0,0,0,0,1,0,Brazil
9720,Apartment,567.0,room,2,0,0,0,0,0,0,0,0,1,0,Brazil
9721,Apartment,12474.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9722,House,675.0,room,5,0,1,0,0,0,0,0,0,0,0,Brazil
9723,Apartment,6237.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9724,Apartment,34006.5,entire_home,8,0,0,0,0,0,0,0,0,1,0,Brazil
9725,House,39676.5,entire_home,7,0,1,0,0,0,0,0,0,1,0,Brazil
9726,Apartment,25501.5,entire_home,4,0,1,0,0,0,0,0,0,1,0,Brazil
9727,Apartment,4023.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
9728,House,11340.0,entire_home,5,0,0,0,0,0,0,0,0,1,0,Brazil
9729,Apartment,9639.0,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
9730,Apartment,11448.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9731,Homestay,1525.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9732,Apartment,4023.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9733,Apartment,1363.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9734,Apartment,2943.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
9735,Apartment,2038.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9736,Apartment,3402.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9737,Apartment,5386.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9738,Apartment,6061.5,room,2,0,0,0,0,0,0,0,0,1,0,Brazil
9739,Apartment,21816.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9740,Apartment,2038.5,entire_home,4,0,0,0,0,0,0,0,0,1,0,Brazil
9741,Apartment,2727.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9742,Apartment,14742.0,entire_home,4,0,1,0,0,0,0,0,0,1,0,Brazil
9743,House,5670.0,entire_home,10,0,0,0,0,0,0,0,0,0,0,Brazil
9744,Apartment,6750.0,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
9745,Apartment,2727.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9746,House,52650.0,entire_home,10,0,1,0,0,0,0,0,0,0,0,Brazil
9747,Apartment,16996.5,entire_home,8,0,1,0,0,0,0,0,0,1,0,Brazil
9748,Apartment,1363.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9749,Apartment,1363.5,room,3,0,0,0,0,0,0,0,0,0,0,Brazil
9750,Apartment,2605.5,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9751,Apartment,26973.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9752,Apartment,2781.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
9753,Apartment,1984.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9754,Apartment,25501.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9755,Homestay,1876.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9756,Homestay,1876.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9757,House,44212.5,entire_home,10,0,1,0,0,0,0,0,0,1,0,Brazil
9758,House,5670.0,room,3,0,0,0,0,0,0,0,0,0,0,Brazil
9759,Apartment,4698.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9760,Apartment,13095.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9761,Apartment,2835.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9762,Apartment,41148.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9763,House,22666.5,entire_home,6,0,1,0,0,0,0,0,0,1,0,Brazil
9764,Apartment,9409.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9765,Apartment,8167.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9766,Apartment,11340.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9767,Apartment,1755.0,room,3,0,1,0,0,0,0,0,0,0,0,Brazil
9768,Apartment,3402.0,room,4,0,1,0,1,0,0,0,0,0,0,Brazil
9769,Apartment,1026.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9770,Apartment,13486.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9771,Apartment,37800.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9772,Apartment,4698.0,entire_home,4,0,0,0,1,0,0,0,0,0,0,Brazil
9773,House,14175.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9774,Apartment,56673.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9775,Apartment,22666.5,entire_home,2,0,1,0,0,0,0,0,0,1,0,Brazil
9776,Apartment,5265.0,entire_home,7,0,1,0,0,0,0,0,0,0,0,Brazil
9777,Apartment,2038.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9778,Apartment,2443.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9779,Apartment,16213.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9780,Apartment,16213.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9781,Apartment,10827.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9782,Apartment,10827.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9783,Apartment,1930.5,room,3,0,1,0,0,0,0,0,0,0,0,Brazil
9784,Apartment,11448.0,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
9785,Apartment,3402.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9786,House,19831.5,entire_home,10,0,1,0,0,0,0,0,0,0,0,Brazil
9787,Apartment,4698.0,entire_home,4,0,0,0,0,0,0,0,0,1,0,Brazil
9788,Apartment,3915.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9789,Apartment,2727.0,entire_home,4,0,0,0,0,0,0,0,0,1,0,Brazil
9790,Apartment,13486.5,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9791,House,1755.0,room,4,0,0,0,0,0,0,0,0,0,0,Brazil
9792,Apartment,14175.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
9793,House,2160.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9794,House,70848.0,entire_home,10,0,1,0,0,0,0,0,0,0,0,Brazil
9795,House,16213.5,entire_home,16,0,0,0,0,0,0,0,0,0,0,Brazil
9796,Apartment,9639.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9797,House,10827.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9798,House,2835.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9799,House,2443.5,entire_home,3,0,0,0,0,0,0,0,0,1,0,Brazil
9800,Apartment,5265.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9801,Apartment,2443.5,room,1,0,1,0,0,0,0,0,0,1,0,Brazil
9802,Apartment,21600.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9803,Apartment,3402.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9804,Homestay,1525.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9805,Apartment,17509.5,entire_home,9,0,1,0,0,0,0,0,0,0,0,Brazil
9806,Apartment,1876.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
9807,Apartment,1363.5,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
9808,Apartment,22666.5,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
9809,Apartment,7938.0,entire_home,4,0,0,0,0,0,0,0,0,1,0,Brazil
9810,Apartment,283378.5,entire_home,12,0,1,0,0,0,0,0,0,0,0,Brazil
9811,Apartment,4198.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9812,Apartment,3226.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9813,Apartment,904.5,room,3,0,1,0,0,0,0,0,0,1,0,Brazil
9814,Apartment,2889.0,room,3,0,1,0,0,0,0,0,0,0,0,Brazil
9815,Apartment,4360.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9816,House,34006.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9817,Apartment,170032.5,entire_home,7,0,1,0,0,0,0,0,0,0,0,Brazil
9818,Apartment,4698.0,entire_home,4,0,1,0,0,0,0,0,0,1,0,Brazil
9819,Apartment,3348.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9820,Apartment,5670.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9821,Apartment,3402.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9822,House,1309.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9823,Apartment,12811.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9824,Apartment,1309.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9825,Apartment,4023.0,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
9826,Apartment,2551.5,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
9827,Apartment,1363.5,room,3,0,1,0,0,0,0,0,0,0,0,Brazil
9828,Apartment,4077.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9829,Apartment,1188.0,room,5,0,0,0,0,0,0,0,0,0,0,Brazil
9830,Apartment,25110.0,entire_home,8,0,1,0,0,0,0,0,0,0,0,Brazil
9831,Apartment,17563.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9832,Apartment,29700.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9833,Apartment,6750.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
9834,Apartment,56673.0,entire_home,3,0,1,0,0,0,0,0,0,0,0,Brazil
9835,Apartment,4252.5,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9836,Apartment,9072.0,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
9837,House,13527.0,entire_home,12,0,1,0,0,0,0,0,0,0,0,Brazil
9838,House,68863.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9839,Homestay,3402.0,room,3,0,1,0,0,0,0,0,0,0,0,Brazil
9840,Apartment,16213.5,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
9841,House,59400.0,entire_home,16,0,0,0,0,0,0,0,0,0,0,Brazil
9842,Apartment,2268.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9843,Apartment,8505.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9844,Apartment,8788.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9845,Apartment,1471.5,room,3,0,0,0,0,0,0,0,0,0,0,Brazil
9846,House,1080.0,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
9847,Apartment,1984.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9848,Apartment,8100.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9849,Apartment,4077.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
9850,Apartment,1647.0,entire_home,10,0,1,0,0,0,0,0,0,0,0,Brazil
9851,Apartment,5386.5,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
9852,House,33723.0,entire_home,11,0,1,0,0,0,0,0,0,0,0,Brazil
9853,Apartment,4023.0,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9854,Apartment,5386.5,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9855,Apartment,3402.0,room,2,0,0,0,0,0,0,0,0,0,0,Brazil
9856,Apartment,14175.0,entire_home,5,0,0,0,1,0,0,0,0,0,0,Brazil
9857,Apartment,5157.0,entire_home,4,0,0,0,0,0,0,0,0,1,0,Brazil
9858,Apartment,1876.5,entire_home,3,0,0,0,0,0,0,0,0,0,0,Brazil
9859,Apartment,14850.0,entire_home,5,0,1,0,0,0,0,0,0,0,0,Brazil
9860,Apartment,3685.5,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9861,House,4023.0,room,4,0,0,0,0,0,0,0,0,0,0,Brazil
9862,Apartment,7425.0,entire_home,4,0,0,0,0,0,0,0,0,0,0,Brazil
9863,Apartment,8100.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9864,Apartment,3510.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9865,Apartment,2443.5,room,2,0,1,0,0,0,0,0,0,0,0,Brazil
9866,Apartment,20236.5,entire_home,5,0,0,0,0,0,0,0,0,0,0,Brazil
9867,Apartment,3969.0,entire_home,2,0,0,0,0,0,0,0,0,0,0,Brazil
9868,House,6237.0,entire_home,6,0,0,0,0,0,0,0,0,0,0,Brazil
9869,Apartment,39676.5,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
9870,Apartment,5103.0,entire_home,3,0,1,0,0,0,0,0,0,1,0,Brazil
9871,Apartment,2727.0,entire_home,4,0,1,0,0,0,0,0,0,0,0,Brazil
9872,Apartment,3226.5,entire_home,2,0,1,0,0,0,0,0,0,0,0,Brazil
9873,Apartment,2727.0,entire_home,6,0,1,0,0,0,0,0,0,0,0,Brazil
